,Location,City,city_name,state_name,Lat,Lng
1536,"Saint Petersburg, FL",25,Saint Petersburg, FL,27.7676008,-82.6402915
1537,"Salem, NH",1,Salem, NH,42.7885553,-71.2008912
1538,"Salem, OR",10,Salem, OR,44.9428975,-123.0350963
1539,"Salem, VA",1,Salem, VA,37.2934681,-80.0547626
1540,"Saline, MI",2,Saline, MI,42.1667072,-83.7816075
1541,"Salt Lake City, UT",148,Salt Lake City, UT,40.7607793,-111.8910474
1542,"San Angelo, TX",4,San Angelo, TX,31.4637723,-100.4370375
1543,"San Antonio, TX",52,San Antonio, TX,29.4241219,-98.4936282
1544,"San Bernardino, CA",1,San Bernardino, CA,34.1083449,-117.2897652
1545,"San Bruno, CA",1,San Bruno, CA,37.6304904,-122.4110835
1546,"San Carlos, CA",2,San Carlos, CA,37.5071591,-122.2605222
1547,"San Clemente, CA",1,San Clemente, CA,33.4273521,-117.6126004
1548,"San Diego, CA",142,San Diego, CA,32.715738,-117.1610838
1549,"San Dimas, CA",1,San Dimas, CA,34.1066756,-117.8067257
1550,"San Francisco Bay Area Or Sacramento, CA",1,San Francisco Bay Area Or Sacramento, CA,37.7899041,-122.4314997
1551,"San Francisco Bay, CA",2,San Francisco Bay, CA,37.6909682,-122.3107517
1552,"San Francisco, CA",183,San Francisco, CA,37.7749295,-122.4194155
1553,"San Jose, CA",75,San Jose, CA,37.3382082,-121.8863286
1554,"San Leandro, CA",2,San Leandro, CA,37.7249296,-122.1560768
1555,"San Mateo, CA",10,San Mateo, CA,37.5629917,-122.3255254
1556,"San Rafael, CA",4,San Rafael, CA,37.9735346,-122.5310874
1557,"San Ramon, CA",14,San Ramon, CA,37.7799273,-121.9780153
1558,"San, CA",1,San, CA,37.7749295,-122.4194155
1559,"Sandpoint, ID",1,Sandpoint, ID,48.276577,-116.553465
1560,"Sandusky, OH",2,Sandusky, OH,41.4561754,-82.7116821
1561,"Sandy City, UT",1,Sandy City, UT,40.5649781,-111.8389726
1562,"Sandy Springs, GA",18,Sandy Springs, GA,33.9304352,-84.3733147
1563,"Sandy, UT",6,Sandy, UT,40.5649781,-111.8389726
1564,"Sanford, FL",1,Sanford, FL,28.8028612,-81.269453
1565,"Sanford, ME",2,Sanford, ME,43.4391627,-70.7742804
1566,"Santa Ana, CA",15,Santa Ana, CA,33.7454725,-117.867653
1567,"Santa Barbara, CA",19,Santa Barbara, CA,34.4208305,-119.6981901
1568,"Santa Clara, CA",105,Santa Clara, CA,37.3541079,-121.9552356
1569,"Santa Clarita, CA",3,Santa Clarita, CA,34.3916641,-118.542586
1570,"Santa Fe Springs, CA",3,Santa Fe Springs, CA,33.9472359,-118.0853451
1571,"Santa Maria, CA",4,Santa Maria, CA,34.9530337,-120.4357191
1572,"Santa Monica, CA",106,Santa Monica, CA,34.0194543,-118.4911912
1573,"Santa Rosa, CA",4,Santa Rosa, CA,38.440429,-122.7140548
1574,"Sarasota, FL",19,Sarasota, FL,27.3364347,-82.5306527
1575,"Savannah, GA",6,Savannah, GA,32.0808989,-81.091203
1576,"Savannah, OH",1,Savannah, OH,40.9653333,-82.3651646
1577,"Scappoose, OR",1,Scappoose, OR,45.7544422,-122.8777897
1578,"Scarborough, ME",1,Scarborough, ME,43.5901974,-70.3344921
1579,"Schaumburg, IL",24,Schaumburg, IL,42.0333607,-88.0834059
1580,"Schenectady, NY",2,Schenectady, NY,42.8142432,-73.9395687
1581,"Schriever Afb, CO",7,Schriever Afb, CO,38.8086033,-104.5257202
1582,"Scott Afb, IL",1,Scott Afb, IL,38.5415911,-89.8550095
1583,"Scott Air Force Base, IL",2,Scott Air Force Base, IL,38.5415911,-89.8550095
1584,"Scotts Valley, CA",2,Scotts Valley, CA,37.0510595,-122.0146841
1585,"Scottsboro, AL",1,Scottsboro, AL,34.6723069,-86.0341463
1586,"Scottsdale, AZ",63,Scottsdale, AZ,33.4941704,-111.9260519
1587,"Scranton, KY",1,Scranton, KY,37.9873056,-83.5215752
1588,"Scranton, PA",8,Scranton, PA,41.408969,-75.6624122
1589,"Seal Beach, CA",1,Seal Beach, CA,33.7414085,-118.1047682
1590,"Seatac, WA",1,Seatac, WA,47.4435903,-122.2960726
1591,"Seattle Hill-silver Firs, WA",1,Seattle Hill-silver Firs, WA,47.8630337,-122.1456023
1592,"Seattle, WA",168,Seattle, WA,47.6062095,-122.3320708
1593,"Secaucus, NJ",6,Secaucus, NJ,40.7895453,-74.0565298
1594,"Sedalia, MO",1,Sedalia, MO,38.7044609,-93.2282613
1595,"Sedona, AZ",1,Sedona, AZ,34.8697395,-111.7609896
1596,"Selawik, AK",1,Selawik, AK,66.6038889,-160.0069444
1597,"Selmer, TN",1,Selmer, TN,35.1700834,-88.5922704
1598,"Seminole, FL",1,Seminole, FL,27.8397466,-82.7912134
1599,"Seven Hills, OH",1,Seven Hills, OH,41.3953304,-81.6762392
1600,"Shady Grove, PA",1,Shady Grove, PA,39.7787655,-77.6735804
1601,"Shaker Heights, OH",1,Shaker Heights, OH,41.4739419,-81.5370671
1602,"Shalimar, FL",1,Shalimar, FL,30.4457544,-86.5791189
1603,"Shawnee Mission, KS",1,Shawnee Mission, KS,39.0228485,-94.7151865
1604,"Shawnee, OK",3,Shawnee, OK,35.3272928,-96.9253004
1605,"Shelby, NC",1,Shelby, NC,35.2923513,-81.5356463
1606,"Shelbyville, KY",1,Shelbyville, KY,38.2120144,-85.2235666
1607,"Shelton, CT",12,Shelton, CT,41.3164856,-73.0931641
1608,"Sherman Oaks, CA",28,Sherman Oaks, CA,34.1489719,-118.451357
1609,"Shipshewana, IN",2,Shipshewana, IN,41.6728282,-85.5802634
1610,"Shoreview, MN",1,Shoreview, MN,45.0791325,-93.1471667
1611,"Short Hills, NJ",1,Short Hills, NJ,40.7483499,-74.3232194
1612,"Shreveport, LA",4,Shreveport, LA,32.5251516,-93.7501789
1613,"Shrewsbury, MA",3,Shrewsbury, MA,42.2959267,-71.7128471
1614,"Sidney, OH",1,Sidney, OH,40.2842164,-84.1554987
1615,"Sierra Vista, AZ",3,Sierra Vista, AZ,31.5455001,-110.2772856
1616,"Siloam Springs, AR",2,Siloam Springs, AR,36.1881365,-94.5404962
1617,"Silver Spring, MD",28,Silver Spring, MD,38.9906657,-77.026088
1618,"Silverdale, WA",10,Silverdale, WA,47.6445386,-122.6948697
1619,"Silvis, IL",3,Silvis, IL,41.5122561,-90.4151301
1620,"Simi Valley, CA",12,Simi Valley, CA,34.2694474,-118.781482
1621,"Simsbury, CT",5,Simsbury, CT,41.8540094,-72.827915
1622,"Sioux Falls, SD",12,Sioux Falls, SD,43.5473028,-96.728333
1623,"Skokie, IL",2,Skokie, IL,42.0324025,-87.7416246
1624,"Slc, UT",1,Slc, UT,40.7607793,-111.8910474
1625,"Slidell, LA",1,Slidell, LA,30.2751945,-89.7811745
1626,"Smithfield, RI",5,Smithfield, RI,41.9220496,-71.5495101
1627,"Smithtown, NY",1,Smithtown, NY,40.8559314,-73.2006687
1628,"Smyrna, GA",2,Smyrna, GA,33.8839926,-84.5143761
1629,"So Macon, GA",1,So Macon, GA,32.8132025,-83.6287023
1630,"Somers, NY",1,Somers, NY,41.2996305,-73.7360175
1631,"Somerset, NJ",13,Somerset, NJ,40.497604,-74.4884868
1632,"Somerset, PA",1,Somerset, PA,40.008411,-79.0780831
1633,"Somerville, MA",10,Somerville, MA,42.3875968,-71.0994968
1634,"Somerville, NJ",7,Somerville, NJ,40.5742696,-74.60988
1635,"South Amboy, NJ",7,South Amboy, NJ,40.4778838,-74.290702
1636,"South Bend, IN",8,South Bend, IN,41.6763545,-86.2519898
1637,"South Bethany, DE",1,South Bethany, DE,38.5165008,-75.0529585
1638,"South Brunswick, NJ",3,South Brunswick, NJ,40.3806901,-74.5316938
1639,"South Burlington, VT",9,South Burlington, VT,44.4669941,-73.1709604
1640,"South Carolina, SC",2,South Carolina, SC,33.836081,-81.1637245
1641,"South Columbia, SC",1,South Columbia, SC,34.0007104,-81.0348144
1642,"South Elgin, IL",1,South Elgin, IL,41.9941938,-88.2922996
1643,"South Gate, CA",2,South Gate, CA,33.954737,-118.2120161
1644,"South Haven, MN",1,South Haven, MN,45.2924646,-94.2119303
1645,"South Holland, IL",2,South Holland, IL,41.6008681,-87.6069894
1646,"South Jordan, UT",16,South Jordan, UT,40.5621704,-111.929658
1647,"South Lake, TX",2,South Lake, TX,32.9412363,-97.1341783
1648,"South Miami, FL",1,South Miami, FL,25.7050697,-80.2907618
1649,"South Norwalk, CT",1,South Norwalk, CT,41.0937079,-73.4187303
1650,"South Plainfield, NJ",7,South Plainfield, NJ,40.5792701,-74.4115401
1651,"South Poultney, VT",1,South Poultney, VT,43.4756255,-73.2359417
1652,"South San Francisco, CA",34,South San Francisco, CA,37.654656,-122.4077498
1653,"South Setauket, NY",7,South Setauket, NY,40.888942,-73.096994
1654,"South Sioux City, NE",4,South Sioux City, NE,42.4648558,-96.4130601
1655,"South Windsor, CT",3,South Windsor, CT,41.8489872,-72.5717551
1656,"Southboro, MA",2,Southboro, MA,42.3056501,-71.5245087
1657,"Southborough, MA",14,Southborough, MA,42.3056501,-71.5245087
1658,"Southbury, CT",1,Southbury, CT,41.4793072,-73.2133715
1659,"Southfield, MI",73,Southfield, MI,42.4733688,-83.2218731
1660,"Southlake, TX",23,Southlake, TX,32.9412363,-97.1341783
1661,"Spanish Fork, UT",1,Spanish Fork, UT,40.114955,-111.654923
1662,"Sparks Glencoe, MD",2,Sparks Glencoe, MD,39.5473962,-76.6735137
1663,"Sparks, MD",4,Sparks, MD,39.5309389,-76.6458043
1664,"Sparks, NV",1,Sparks, NV,39.5349112,-119.7526886
1665,"Spartanburg, SC",5,Spartanburg, SC,34.9495672,-81.9320482
1666,"Spokane, WA",6,Spokane, WA,47.6587802,-117.4260465
1667,"Spring Hill, TN",1,Spring Hill, TN,35.751179,-86.9300023
1668,"Spring House, PA",2,Spring House, PA,40.1853862,-75.2276756
1669,"Spring Valley, NY",8,Spring Valley, NY,41.1131514,-74.0437521
1670,"Spring, TX",12,Spring, TX,30.0799405,-95.4171601
1671,"Springboro, OH",2,Springboro, OH,39.5522815,-84.2332718
1672,"Springfield, GA",1,Springfield, GA,32.3642241,-81.30418
1673,"Springfield, IL",20,Springfield, IL,39.7817213,-89.6501481
1674,"Springfield, MA",29,Springfield, MA,42.1014831,-72.589811
1675,"Springfield, MO",6,Springfield, MO,37.2089572,-93.2922989
1676,"Springfield, NJ",1,Springfield, NJ,40.7016937,-74.3222146
1677,"Springfield, OH",4,Springfield, OH,39.9242266,-83.8088171
1678,"Springfield, OK",1,Springfield, OK,35.3824016,-97.5091573
1679,"Springfield, OR",1,Springfield, OR,44.0462362,-123.0220289
1680,"Springfield, PA",1,Springfield, PA,39.9306677,-75.3201878
1681,"Springfield, VA",57,Springfield, VA,38.7892801,-77.1872036
1682,"Springville, UT",1,Springville, UT,40.1652335,-111.6107526
1683,"St Bernard, LA",1,St Bernard, LA,29.8673144,-89.858902
1684,"St Paul, MN",3,St Paul, MN,44.9537029,-93.0899578
1685,"St Petersburg, FL",3,St Petersburg, FL,27.7676008,-82.6402915
1686,"St. Louis Park, MN",1,St. Louis Park, MN,44.9597376,-93.3702186
1687,"St. Paul, MN",9,St. Paul, MN,44.9537029,-93.0899578
1688,"St. Paul, NJ",1,St. Paul, NJ,40.5335554,-74.8586407
1689,"St. Petersburg, FL",13,St. Petersburg, FL,27.7676008,-82.6402915
1690,"Stafford, VA",1,Stafford, VA,38.4220687,-77.4083086
1691,"Stamford, CT",74,Stamford, CT,41.0534302,-73.5387341
1692,"Stamford, NY",1,Stamford, NY,42.4073024,-74.614318
1693,"Stamford, TX",1,Stamford, TX,32.9453874,-99.8028709
1694,"Stanford, CA",1,Stanford, CA,37.424106,-122.1660756
1695,"State College, PA",2,State College, PA,40.7933949,-77.8600012
1696,"Staten Island, NY",1,Staten Island, NY,40.5795317,-74.1502007
1697,"Steamboat Springs, CO",1,Steamboat Springs, CO,40.4849769,-106.8317158
1698,"Sterling Heights, MI",5,Sterling Heights, MI,42.5803122,-83.0302033
1699,"Sterling, VA",16,Sterling, VA,39.0066993,-77.4291298
1700,"Stockton, CA",4,Stockton, CA,37.9577016,-121.2907796
1701,"Stoneham, MA",1,Stoneham, MA,42.4802469,-71.0999719
1702,"Stow, MA",2,Stow, MA,42.4370374,-71.5056199
1703,"Stow, OH",1,Stow, OH,41.1595005,-81.4403898
1704,"Stratford, CT",7,Stratford, CT,41.1845415,-73.1331651
1705,"Strongsville, OH",1,Strongsville, OH,41.3144966,-81.83569
1706,"Stuart, FL",1,Stuart, FL,27.197548,-80.2528257
1707,"Stuttgart, AR",1,Stuttgart, AR,34.5003748,-91.5526281
1708,"Sudbury, MA",3,Sudbury, MA,42.3834278,-71.4161725
1709,"Suffield, CT",1,Suffield, CT,41.9915062,-72.7017741
1710,"Suffolk, VA",1,Suffolk, VA,36.7282054,-76.5835621
1711,"Sugar Land, TX",7,Sugar Land, TX,29.6196787,-95.6349463
1712,"Suitland, MD",21,Suitland, MD,38.8485264,-76.9240422
1713,"Summerville, SC",1,Summerville, SC,33.0185039,-80.1756481
1714,"Summit, NJ",1,Summit, NJ,40.7146376,-74.3646122
1715,"Sumter, SC",1,Sumter, SC,33.9204354,-80.3414693
1716,"Sunbury, PA",4,Sunbury, PA,40.862585,-76.7944104
1717,"Sunnyvale, CA",135,Sunnyvale, CA,37.36883,-122.0363496
1718,"Sunrise, FL",27,Sunrise, FL,26.1669711,-80.256595
1719,"Sunset Beach, CA",1,Sunset Beach, CA,33.7207336,-118.0735739
1720,"Superior, CO",2,Superior, CO,39.9527634,-105.1685977
1721,"Suwanee, GA",7,Suwanee, GA,34.0514898,-84.0712997
1722,"Swansea, IL",1,Swansea, IL,38.5339392,-89.9889936
1723,"Swiftwater, PA",1,Swiftwater, PA,41.0881409,-75.3266416
1724,"Syosset, NY",3,Syosset, NY,40.8262101,-73.502068
1725,"Syracuse, NY",28,Syracuse, NY,43.0481221,-76.1474244
1726,"Syracuse, UT",1,Syracuse, UT,41.0893878,-112.0646657
1727,"Tacoma, WA",6,Tacoma, WA,47.2528768,-122.4442906
1728,"Tallahassee, FL",49,Tallahassee, FL,30.4382559,-84.2807329
1729,"Tallmadge, OH",1,Tallmadge, OH,41.1014451,-81.441779
1730,"Tampa, FL",182,Tampa, FL,27.950575,-82.4571776
1731,"Taneytown, MD",2,Taneytown, MD,39.6578773,-77.1744279
1732,"Tarrytown, NY",20,Tarrytown, NY,41.0762077,-73.8587461
1733,"Taylor, TX",1,Taylor, TX,30.5707551,-97.4094438
1734,"Teaneck, NJ",4,Teaneck, NJ,40.8932469,-74.0116536
1735,"Telford, PA",3,Telford, PA,40.324992,-75.3281748
1736,"Temecula, CA",13,Temecula, CA,33.4936391,-117.1483648
1737,"Tempe, AZ",71,Tempe, AZ,33.4255104,-111.9400054
1738,"Temple Terrace, FL",11,Temple Terrace, FL,28.0352964,-82.3892596
1739,"Temple, TX",3,Temple, TX,31.0982344,-97.342782
1740,"Tennessee, TN",3,Tennessee, TN,35.5174913,-86.5804473
1741,"Terre Haute, IN",1,Terre Haute, IN,39.4667034,-87.4139092
1742,"Teterboro, NJ",1,Teterboro, NJ,40.8598219,-74.0593075
1743,"Tewksbury, MA",4,Tewksbury, MA,42.6106478,-71.2342248
1744,"Texas, TX",1,Texas, TX,31.9685988,-99.9018131
1745,"The Woodlands, TX",6,The Woodlands, TX,30.1658207,-95.4612625
1746,"Thomasville, NC",1,Thomasville, NC,35.8826369,-80.0819879
1747,"Thousand Oaks, CA",68,Thousand Oaks, CA,34.1705609,-118.8375937
1748,"Tickfaw, LA",1,Tickfaw, LA,30.5774119,-90.4831456
1749,"Tifton, GA",2,Tifton, GA,31.4504629,-83.5084973
1750,"Tigard, OR",27,Tigard, OR,45.4186798,-122.7872599
1751,"Timonium, MD",7,Timonium, MD,39.4370508,-76.6196915
1752,"Tinley Park, IL",1,Tinley Park, IL,41.5731442,-87.7932939
1753,"Tinton Falls, NJ",3,Tinton Falls, NJ,40.3042773,-74.1004185
1754,"Titusville, NJ",7,Titusville, NJ,40.309579,-74.8770282
1755,"Toccoa, GA",1,Toccoa, GA,34.5773206,-83.3323851
1756,"Toledo, OH",4,Toledo, OH,41.6528052,-83.5378674
1757,"Tolland, CT",2,Tolland, CT,41.8714865,-72.3686931
1758,"Topeka, KS",10,Topeka, KS,39.0473451,-95.6751576
1759,"Toronto, MI",1,Toronto, MI,43.6580842,-79.328486
1760,"Toronto, ON",45,Toronto, ON,43.653226,-79.3831843
1761,"Torrance, CA",59,Torrance, CA,33.8358492,-118.3406288
1762,"Torrington, CT",1,Torrington, CT,41.8003049,-73.1211715
1763,"Towson, MD",11,Towson, MD,39.4014955,-76.6019125
1764,"Tracy, CA",1,Tracy, CA,37.7396513,-121.4252227
1765,"Traverse City, MI",7,Traverse City, MI,44.7630567,-85.6206317
1766,"Trenton, IL",1,Trenton, IL,38.605604,-89.6820368
1767,"Trenton, NJ",8,Trenton, NJ,40.2205824,-74.759717
1768,"Trevose, PA",11,Trevose, PA,40.1392766,-74.9810019
1769,"Troutman, NC",1,Troutman, NC,35.7006921,-80.8881295
1770,"Troy, MI",42,Troy, MI,42.6064095,-83.1497751
1771,"Troy, NY",25,Troy, NY,42.7284117,-73.6917851
1772,"Trumbull, CT",3,Trumbull, CT,41.2428563,-73.2006639
1773,"Tualatin, OR",7,Tualatin, OR,45.3779317,-122.7819595
1774,"Tucker, GA",1,Tucker, GA,33.8545479,-84.2171424
1775,"Tucson, AZ",16,Tucson, AZ,32.2226066,-110.9747108
1776,"Tulsa, OK",24,Tulsa, OK,36.1539816,-95.992775
1777,"Tumwater, WA",1,Tumwater, WA,47.0073187,-122.9093063
1778,"Tuscaloosa, AL",1,Tuscaloosa, AL,33.2098407,-87.5691735
1779,"Tuscon, AZ",1,Tuscon, AZ,32.2226066,-110.9747108
1780,"Tustin, CA",23,Tustin, CA,33.7420005,-117.8236391
1781,"Twin Cities Metro Area, MN",1,Twin Cities Metro Area, MN,44.9374831,-93.2009998
1782,"Twinsburg, OH",1,Twinsburg, OH,41.3125552,-81.4401129
1783,"Tyler, TX",1,Tyler, TX,32.3512601,-95.3010624
1784,"Tyson's Corner, DC",1,Tyson's Corner, DC,38.9187222,-77.2310925
1785,"Tysons Corner, VA",6,Tysons Corner, VA,38.9187222,-77.2310925
1786,"Union, NJ",1,Union, NJ,40.6975898,-74.2631635
1787,"Uniondale, NY",4,Uniondale, NY,40.7003793,-73.5929056
1788,"Universal City, CA",1,Universal City, CA,34.1397694,-118.3505779
1809,"Urbana, IL",1,Urbana, IL,40.1105875,-88.2072697
1810,"Urbana, MD",4,Urbana, MD,39.3287614,-77.3519906
1811,"Utica, NY",1,Utica, NY,43.100903,-75.232664
1812,"Vail, CO",1,Vail, CO,39.6402638,-106.3741955
1813,"Valencia, CA",18,Valencia, CA,34.456151,-118.5713823
1814,"Valley Forge, PA",1,Valley Forge, PA,40.0989851,-75.4690966
1815,"Valley Glen, CA",2,Valley Glen, CA,34.186682,-118.4138149
1816,"Van Buren, AR",1,Van Buren, AR,35.436756,-94.348268
1817,"Van Buren, MI",2,Van Buren, MI,42.2203171,-83.4838244
1818,"Van Nuys, CA",2,Van Nuys, CA,34.1898566,-118.451357
1819,"Vancouver, BC",6,Vancouver, BC,49.2827291,-123.1207375
1820,"Vancouver, CA",1,Vancouver, CA,49.2827291,-123.1207375
1821,"Vancouver, WA",8,Vancouver, WA,45.6272259,-122.6727305
1822,"Venice, CA",24,Venice, CA,33.9850469,-118.4694832
1823,"Venice, FL",1,Venice, FL,27.0997775,-82.4542632
1824,"Ventura County, CA",1,Ventura County, CA,34.3704884,-119.1390642
1825,"Ventura, CA",11,Ventura, CA,34.2804923,-119.2945199
1826,"Vernon Hills, IL",12,Vernon Hills, IL,42.2393323,-87.9653565
1827,"Vernon, CA",2,Vernon, CA,34.003903,-118.230073
1828,"Vernon, IN",1,Vernon, IN,38.9847765,-85.609412
1829,"Vero Beach, FL",2,Vero Beach, FL,27.6386434,-80.3972736
1830,"Verona, WI",1,Verona, WI,42.990831,-89.5331773
1831,"Versailles, KY",1,Versailles, KY,38.052576,-84.7299464
1832,"Vienna, VA",34,Vienna, VA,38.9012225,-77.2652604
1833,"Vinings, GA",1,Vinings, GA,33.8648262,-84.4643744
1834,"Virgina Beach, VA",1,Virgina Beach, VA,36.8529263,-75.977985
1835,"Virginia Beach, VA",1,Virginia Beach, VA,36.8529263,-75.977985
1836,"Virginia, VA",4,Virginia, VA,37.4315734,-78.6568942
1837,"Voorhees, NJ",1,Voorhees, NJ,39.8519447,-74.961517
1838,"W Bridgewater, MA",1,W Bridgewater, MA,42.0189894,-71.0078215
1839,"W Franklin, NH",1,W Franklin, NH,43.4442432,-71.6472988
1840,"Wabash, IN",1,Wabash, IN,40.797821,-85.8205411
1841,"Waco, GA",1,Waco, GA,33.7028848,-85.1832821
1842,"Waco, TX",2,Waco, TX,31.549333,-97.1466695
1843,"Wakefield, MA",13,Wakefield, MA,42.5039395,-71.0723391
1844,"Walled Lake, MI",1,Walled Lake, MI,42.537811,-83.4810481
1845,"Wallingford, CT",3,Wallingford, CT,41.4570108,-72.8230736
1846,"Walnut Creek, CA",35,Walnut Creek, CA,37.9100783,-122.0651819
1847,"Walnut, CA",1,Walnut, CA,34.0202894,-117.8653386
1848,"Walnut, IA",3,Walnut, IA,41.4774899,-95.2219405
1849,"Walpole, MA",1,Walpole, MA,42.1417442,-71.2495096
1850,"Waltham, MA",130,Waltham, MA,42.3764852,-71.2356113
1851,"Warner Robins, GA",4,Warner Robins, GA,32.6130007,-83.624201
1852,"Warren, MI",19,Warren, MI,42.5144566,-83.0146526
1853,"Warren, NJ",53,Warren, NJ,40.6342489,-74.5004796
1854,"Warrendale, PA",7,Warrendale, PA,40.6532076,-80.0794925
1855,"Warrenville, IL",3,Warrenville, IL,41.817807,-88.1734021
1856,"Warrington, PA",2,Warrington, PA,40.250319,-75.1662121
1857,"Warsaw, IN",8,Warsaw, IN,41.2381,-85.8530469
1858,"Warwick, RI",5,Warwick, RI,41.7001009,-71.4161671
1859,"Washigton, DC",1,Washigton, DC,38.9071923,-77.0368707
1860,"Washington Dc, DC",1,Washington Dc, DC,38.9071923,-77.0368707
1861,"Washington, DC",43,Washington, DC,38.9071923,-77.0368707
1862,"Washington, WA",2,Washington, WA,47.7510741,-120.7401385
1863,"Waterbury Center, VT",1,Waterbury Center, VT,44.376896,-72.7189485
1864,"Waterbury, CT",5,Waterbury, CT,41.5581525,-73.0514965
1865,"Waterbury, VT",11,Waterbury, VT,44.3378203,-72.7562636
1866,"Waterloo, NE",1,Waterloo, NE,41.2872781,-96.2880569
1867,"Waterloo, ON",4,Waterloo, ON,43.4642578,-80.5204096
1868,"Waterloo, WI",1,Waterloo, WI,43.1838843,-88.9884421
1869,"Watertown, MA",16,Watertown, MA,42.3709299,-71.1828321
1870,"Watsonville, CA",5,Watsonville, CA,36.910231,-121.7568946
1871,"Waukegan, IL",5,Waukegan, IL,42.3636331,-87.8447938
1872,"Waukesha, WI",5,Waukesha, WI,43.0116784,-88.2314813
1873,"Wauna, WA",1,Wauna, WA,47.3789852,-122.6426329
1874,"Wausau, WI",5,Wausau, WI,44.9591352,-89.6301221
1875,"Wayne, NJ",3,Wayne, NJ,40.9253725,-74.2765441
1876,"Wayne, PA",12,Wayne, PA,40.0415996,-75.3698895
1877,"Waynesboro, VA",1,Waynesboro, VA,38.0684692,-78.8894682
1878,"Webster, NY",2,Webster, NY,43.2122851,-77.4299939
1879,"Weehawken, NJ",4,Weehawken, NJ,40.7663711,-74.0253715
1880,"Wellesley Hills, MA",2,Wellesley Hills, MA,42.3084301,-71.2786677
1881,"Wellesley, MA",13,Wellesley, MA,42.296797,-71.2923877
1882,"Wellington, CO",1,Wellington, CO,40.7038712,-105.0085856
1883,"Wells Fargo Bank, CO",1,Wells Fargo Bank, CO,39.679031,-104.9411622
1884,"Welsh, LA",1,Welsh, LA,30.2360403,-92.8226453
1885,"West Allis, WI",1,West Allis, WI,43.0166806,-88.0070315
1886,"West Babylon, NY",1,West Babylon, NY,40.718155,-73.354287
1887,"West Berlin, NJ",1,West Berlin, NJ,39.8077618,-74.9312075
1888,"West Branch, MI",1,West Branch, MI,44.2764083,-84.2386132
1889,"West Caldwell, NJ",6,West Caldwell, NJ,40.8409329,-74.3018154
1890,"West Chester, PA",46,West Chester, PA,39.9606643,-75.6054882
1891,"West Covina, CA",4,West Covina, CA,34.0686208,-117.9389526
1892,"West Des Moines, IA",21,West Des Moines, IA,41.5772115,-93.711332
1893,"West Harrison, NY",1,West Harrison, NY,40.9700171,-73.7176337
1894,"West Hartford, CT",1,West Hartford, CT,41.7620842,-72.7420151
1895,"West Hollywood, CA",55,West Hollywood, CA,34.0900091,-118.3617443
1896,"West Jordan, UT",3,West Jordan, UT,40.6096698,-111.9391031
1897,"West Lafayette, IN",3,West Lafayette, IN,40.4258686,-86.9080655
1898,"West Lake Hills, TX",1,West Lake Hills, TX,30.2979843,-97.8019515
1899,"West Los Angeles, CA",6,West Los Angeles, CA,34.0412085,-118.442596
1900,"West Nyack, NY",8,West Nyack, NY,41.096485,-73.9729162
1901,"West Orange, NJ",1,West Orange, NJ,40.7985699,-74.2390828
1902,"West Palm Beach, FL",40,West Palm Beach, FL,26.7153424,-80.0533746
1903,"West Point, GA",1,West Point, GA,32.8779056,-85.1832746
1904,"West Point, PA",1,West Point, PA,40.2090521,-75.2964708
1905,"West Sacramento, CA",1,West Sacramento, CA,38.5804609,-121.530234
1906,"West Springfield, MA",2,West Springfield, MA,42.1070383,-72.6203675
1907,"West Valley City, UT",10,West Valley City, UT,40.6916132,-112.0010501
1908,"West Valley, UT",1,West Valley, UT,40.6916132,-112.0010501
1909,"West Warwick, RI",2,West Warwick, RI,41.7036711,-71.5215024
1910,"Westboro, MA",6,Westboro, MA,42.2695216,-71.6161294
1911,"Westborough, MA",48,Westborough, MA,42.2695216,-71.6161294
1912,"Westbrook, ME",1,Westbrook, ME,43.6770252,-70.3711617
1913,"Westchester, IL",1,Westchester, IL,41.8498339,-87.8806738
1914,"Westchester, OH",1,Westchester, OH,39.3321262,-84.4172666
1915,"Westerville, OH",1,Westerville, OH,40.1266689,-82.9318807
1916,"Westfield Center, OH",1,Westfield Center, OH,41.0264442,-81.9331974
1917,"Westford, MA",8,Westford, MA,42.5792583,-71.4378411
1918,"Westlake Village, CA",47,Westlake Village, CA,34.1466467,-118.8073729
1919,"Westlake, LA",1,Westlake, LA,30.2421496,-93.2507099
1920,"Westlake, OH",4,Westlake, OH,41.4553232,-81.9179173
1921,"Westlake, TX",29,Westlake, TX,32.991235,-97.1950138
1922,"Westminster, CA",2,Westminster, CA,33.7591757,-117.9897058
1923,"Westminster, CO",15,Westminster, CO,39.8366528,-105.0372046
1924,"Westminster, MD",2,Westminster, MD,39.5753791,-76.9958149
1925,"Weston, FL",8,Weston, FL,26.1003654,-80.3997748
1926,"Weston, MA",5,Weston, MA,42.3667625,-71.3031132
1927,"Westport, CT",5,Westport, CT,41.1414717,-73.3579049
1928,"Westwood, CA",11,Westwood, CA,40.3059999,-121.0057931
1929,"Westwood, MA",2,Westwood, MA,42.2139873,-71.2244987
1930,"Westwood, NJ",5,Westwood, NJ,40.9912087,-74.0326395
1931,"Wexford, PA",4,Wexford, PA,40.6266318,-80.0549768
1932,"Weymouth, MA",1,Weymouth, MA,42.2180724,-70.9410356
1933,"Wheat Ridge, CO",2,Wheat Ridge, CO,39.766098,-105.0772063
1934,"Wheeling, IL",1,Wheeling, IL,42.1391927,-87.9289591
1935,"Wheeling, WV",4,Wheeling, WV,40.0639616,-80.7209149
